kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
990;1000-1030;;MNG;Voice of Mongolia;MO;As;;6;2810;3112
990;1030-1100;;MNG;Voice of Mongolia;M;As;;6;2810;3112
990;0000-2400;;USA;Radio Sawa;A;ME;/CYP-g;1;;
999;0300-0500;Mo-Fr;MDA;Radio PMR Pridnestrovye;R;EEu;;1;;
999;0500-1900;;RUS;Voice of Russia;R;EEu;/MDA;0;;
999;2100-2300;;RUS;Voice of Russia;R;EEu;/MDA;0;;
999;1900-1930;Su-Tu;USA;Trans World Radio;UK;EEu;/MDA;2;;
999;1900-1945;Sa;USA;Trans World Radio;UK;EEu;/MDA;2;;
999;1900-2000;We-Fr;USA;Trans World Radio;UK;EEu;/MDA;2;;
999;1930-2000;Mo;USA;Trans World Radio;R;EEu;/MDA;2;;
999;1930-2030;Tu,Su;USA;Trans World Radio;R;EEu;/MDA;2;;
999;1945-2015;Sa;USA;Trans World Radio;R;EEu;/MDA;2;;
999;2000-2030;Mo;USA;Trans World Radio;BY;EEu;/MDA;2;;
999;2000-2030;We-Fr;USA;Trans World Radio;R;EEu;/MDA;2;;
999;2015-2030;Sa;USA;Trans World Radio;UK;EEu;/MDA;2;;
1008;0400-0500;;TWN;Radio Taiwan Int.;M;SEA;L;1;;
1008;0500-0600;;TWN;Radio Taiwan Int.;AM;SEA;L;1;;
1008;1100-1700;;TWN;Radio Taiwan Int.;M;SEA;L;1;;
1017;1100-1200;;CHN;China Radio Int.;EO;FE;;1;;
1017;1200-1500;;CHN;China Radio Int.;K;FE;;1;;
1017;2100-2300;;CHN;China Radio Int.;K;FE;;1;;
1026;1300-1900;;RUS;Voice of Russia;R;CAs;n;6;0101;3103
1026;1500-1900;;RUS;Voice of Russia;R;CAs;n;6;2810;3112
1035;0200-0400;;USA;Trans World Radio;R;EEu;/EST;1;;
1035;1600-1700;135;USA;Trans World Radio;R;EEu;/EST;1;;
1035;1800-2000;;USA;Trans World Radio;R;EEu;/EST;1;;
1044;1100-1600;;CHN;China Radio Int.;J;FE;;1;;
1053;0000-0045;;IND;All India Radio GOS;TAM;CLN;t;1;;
1053;0045-0115;;IND;All India Radio GOS;SI;CLN;t;1;;
1053;0115-0330;;IND;All India Radio GOS;TAM;CLN;t;1;;
1053;1000-1100;;IND;All India Radio GOS;E;CLN;t;1;;
1053;1100-1300;;IND;All India Radio GOS;TAM;CLN;t;1;;
1053;1300-1500;;IND;All India Radio GOS;SI;CLN;t;1;;
1053;1500-1530;;IND;All India Radio GOS;TAM;CLN;t;1;;
1071;0015-0100;;IND;All India Radio GOS;UR;PAK;r;1;;
1071;0100-0200;;IND;All India Radio GOS;SD;PAK;r;1;;
1071;0200-1230;;IND;All India Radio GOS;UR;PAK;r;1;;
1071;1230-1500;;IND;All India Radio GOS;SD;PAK;r;1;;
1071;1500-1600;;IND;All India Radio GOS;BC;PAK;r;1;;
1071;1600-1930;;IND;All India Radio GOS;UR;PAK;r;1;;
1080;1130-1230;;CHN;China Radio Int.;T;SEA;;1;;
1080;1330-1430;;CHN;China Radio Int.;T;SEA;;1;;
1080;1430-1530;;CHN;China Radio Int.;LAO;SEA;;1;;
1080;1600-1800;;CHN;China Radio Int.;E;SEA;;1;;
1080;1630-0230;;IRN;IRIB Voice of I.R.Iran;A;ME;mh;1;;
1080;0400-0600;;KRE;Echo of Unification;K;KOR;j;1;0112;
1080;1200-1400;;KRE;Echo of Unification;K;KOR;j;1;0112;
1080;2200-2300;;KRE;Echo of Unification;K;KOR;j;1;0112;
1080;1200-1300;;RUS;Voice of Russia;M;FE;i;0;;
1080;1300-1400;;RUS;Voice of Russia;MO;FE;i;0;;
1088;0000-2400;;AGL;R Nacional, Canal A;P;Af;m;1;;
1089;1500-1600;;RUS;Voice of Russia;KU;ME;a;6;0101;3103
1089;1500-2000;;RUS;Voice of Russia;R;ME;a;6;2810;3112
1089;1600-2100;;RUS;Voice of Russia;A;ME;a;6;0101;3103
1098;0300-0400;;CHN;China National Radio 11;KHA;CHN;b;1;;
1098;0400-1400;;CHN;China National Radio 11;TB;CHN;b;1;;
1098;1400-1600;;CHN;China National Radio 11;KHA;CHN;b;1;;
1098;1600-1605;;CHN;China National Radio 11;TB;CHN;b;1;;
1098;2155-0300;;CHN;China National Radio 11;TB;CHN;b;1;;
1098;0130-0230;;IRN;IRIB Voice of I.R.Iran;UR;PAK;zb;1;;
1098;0300-0630;;IRN;IRIB Voice of I.R.Iran;DR;AFG;zb;1;;
1098;0730-0830;;IRN;IRIB Voice of I.R.Iran;PS;PAK;zb;1;;
1098;0830-1500;;IRN;IRIB Voice of I.R.Iran;DR;AFG;zb;1;;
1098;1200-1300;;TWN;Ikuan Tao;M;CHN;k;1;;
1098;1300-1700;;TWN;Radio Taiwan Int.;M;CHN;k;1;;
1098;1900-2200;;USA;Radio Free Asia;M;FE;/TWN;0;;
1116;1000-1100;;CHN;China Radio Int.;R;Sib;;1;;
1125;0000-0100;Su-Tu;G;FEBA Radio;;SAs;/CLN;1;;
1125;1330-1430;Th-Mo;G;FEBA Radio;;SAs;/CLN;1;;
1134;2000-1735;;CHN;China National Radio 1;M;CHN;q;1;;
1134;1600-2130;;HRV;Voice of Croatia;HR;Eu;;2;;
1134;1700-1705;SaSu;HRV;Voice of Croatia;E;Eu;;2;;
1134;1700-1715;Mo-Fr;HRV;Voice of Croatia;E;Eu;;2;;
1134;1830-1840;Mo-Sa;HRV;Voice of Croatia;HU;Eu;;2;;
1134;1900-1905;;HRV;Voice of Croatia;D;Eu;;2;;
1134;1905-1915;Mo-Sa;HRV;Voice of Croatia;E;Eu;;2;;
1143;1500-1600;;RUS;Voice of Russia;R;EEu;k;6;2810;3112
1143;1600-1700;;RUS;Voice of Russia;R;EEu;k;0;;
1143;1700-1800;;RUS;Voice of Russia;PO;EEu;k;0;;
1143;1800-2100;;RUS;Voice of Russia;R;EEu;k;0;;
1143;0200-0400;;TJK;Voice of Tajik;TJ;As;y;1;;
1143;0400-0600;;TJK;Voice of Tajik;FS;As;y;1;;
1143;0600-0800;;TJK;Voice of Tajik;DR;As;y;1;;
1143;0800-1000;;TJK;Voice of Tajik;R;As;y;1;;
1143;1000-1100;;TJK;Voice of Tajik;UZ;As;y;1;;
1143;1100-1200;;TJK;Voice of Tajik;HI;As;y;1;;
1143;1200-1300;;TJK;Voice of Tajik;A;As;y;1;;
1143;1300-1400;;TJK;Voice of Tajik;E;As;y;1;;
1143;1400-1600;;TJK;Voice of Tajik;TJ;As;y;1;;
1143;1600-1800;;TJK;Voice of Tajik;FS;As;y;1;;
1161;0230-0330;;IRN;IRIB Voice of I.R.Iran;A;ME;q;1;;
1161;1630-2130;;IRN;IRIB Voice of I.R.Iran;A;ME;q;1;;
1170;1700-1900;;BLR;Radio Belarus;PO;Eu;;0;;
1170;1000-1100;;KOR;KBS World Radio;K;FE;;0;;
1170;1100-1300;;KOR;KBS World Radio;J;J;;0;;
1170;1300-1400;;KOR;KBS World Radio;M;FE;;0;;
1170;1400-1500;;RUS;Voice of Russia;TU;ME;a;0;;
1170;1500-1600;;RUS;Voice of Russia;KU;ME;a;0;;
1170;1600-2100;;RUS;Voice of Russia;R;ME;a;0;;
1170;2100-2200;;RUS;Voice of Russia;R;ME;a;6;2810;3112
1170;1630-1700;;SWZ;Trans World Radio;Z;SAf;;1;;
1170;1700-2105;;SWZ;Trans World Radio;E;SAf;;1;;
1170;0000-2400;;USA;Radio Sawa;A;ME;/UAE;1;;
1170;1200-1300;;USA;Voice of America;E;FE;/PHL-po;1;;
1170;1300-1500;;USA;Voice of America;CA;FE;/PHL-po;1;;
1170;1500-1600;;USA;Voice of America;VN;SEA;/PHL-po;1;;
1170;1600-1700;Mo-Fr;USA;Voice of America;E;FE;/PHL-po;1;;
1188;1200-1300;;CHN;China Radio Int.;E;SAs;k;1;;
1188;1300-1400;;CHN;China Radio Int.;BE;SAs;k;1;;
1188;1400-1500;;CHN;China Radio Int.;NE;SAs;k;1;;
1188;1500-1600;;CHN;China Radio Int.;E;SAs;k;1;;
1188;1600-1700;;CHN;China Radio Int.;HI;SAs;k;1;;
1188;0900-1100;;HNG;Radio Pecs Fünfkirchen;D;HNG;;2;;
1188;1100-1200;;PHL;FEBC Manila;E;FE;/KOR-s;1;;
1188;1500-1600;;PHL;FEBC Manila;M;FE;/KOR-s;1;;
1188;1600-1100;;PHL;FEBC Manila;K;FE;/KOR-s;1;;
1188;1200-1500;;USA;Voice of America;K;FE;/KOR-s;1;;
1197;0820-0830;Su;ROU;Radio Bukarest;D;ROU;;2;;
1197;1200-1300;Mo-Sa;ROU;Radio Bukarest;D;ROU;;2;;
1197;0830-0900;Su;ROU;Radio Neumarkt;D;ROU;;2;;
1197;1900-2000;Mo-Sa;ROU;Radio Neumarkt;D;ROU;;2;;
1197;0300-0500;;USA;WYFR Family Radio;E;SAf;/LSO;6;2810;2511
1197;1600-1900;;USA;WYFR Family Radio;E;SAf;/LSO;6;2810;2511
1206;0300-0400;;TWN;Radio Taiwan Int.;IN;SEA;m;1;;
1206;0400-0500;;TWN;Radio Taiwan Int.;M;SEA;m;1;;
1206;0900-1000;;TWN;Radio Taiwan Int.;M;SEA;m;1;;
1206;1000-1100;;TWN;Radio Taiwan Int.;AM;SEA;m;1;;
1206;1100-1200;;TWN;Radio Taiwan Int.;M;SEA;m;1;;
1206;1200-1300;;TWN;Radio Taiwan Int.;AM;SEA;m;1;;
1206;1300-1400;;TWN;Radio Taiwan Int.;VN;SEA;m;1;;
1206;1400-1500;;TWN;Radio Taiwan Int.;M;SEA;m;1;;
1206;2300-2400;;TWN;Radio Taiwan Int.;M;SEA;m;1;;
1210;0400-0500;;TWN;Radio Taiwan Int.;E;WNA;/USA;0;;
1210;0500-0600;;TWN;Radio Taiwan Int.;S;WNA;/USA;0;;
1215;0700-0900;;CHN;China Radio Int.;E;Eu;/ALB-f;0;;
1215;1600-1700;;CHN;China Radio Int.;AL;Eu;/ALB-f;0;;
1215;1700-1800;;CHN;China Radio Int.;EO;Eu;/ALB-f;0;;
1215;1800-1900;;CHN;China Radio Int.;RO;Eu;/ALB-f;0;;
1215;2201-2301;;CHN;China Radio Int.;SR;Eu;/ALB-f;0;;
1215;1320-0043;;IND;AIR National Channel;HI;SAs;d;1;;
1215;1430-1435;;IND;AIR National Channel;E;SAs;d;1;;
1215;1435-1500;135;IND;AIR National Channel;E;SAs;d;1;;
1215;1600-2200;;RUS;Voice of Russia;R;EEu;k;6;2810;3112
1215;1800-2300;;RUS;Voice of Russia;R;EEu;k;6;0101;3103
1224;0000-2400;;IRN;IRIB Voice of I.R.Iran;A;ME;ke;1;;
1224;0000-2400;;ISR;Galei Zahal;HB;ISR;;1;;
1233;0825-0905;;CYP;BVB Radio Dardasha 7;A;ME;g;1;;
1233;0300-0330;Mo-Fr;USA;Trans World Radio;A;ME;/CYP;2;;
1233;2025-2040;;USA;Trans World Radio;A;ME;/CYP;2;;
1233;2040-2055;Th-Su;USA;Trans World Radio;A;ME;/CYP;0;;
1233;2040-2055;We;USA;Trans World Radio;EGY;ME;/CYP;0;;
1233;2040-2055;Tu;USA;Trans World Radio;JOR;ME;/CYP;0;;
1233;2040-2055;Mo;USA;Trans World Radio;LBN;ME;/CYP;0;;
1233;2055-2126;;USA;Trans World Radio;A;ME;/CYP;0;;
1233;2126-2141;Sa;USA;Trans World Radio;EGY;ME;/CYP;0;;
1233;2126-2156;Mo-Fr;USA;Trans World Radio;A;ME;/CYP;0;;
1233;2126-2156;Su;USA;Trans World Radio;EGY;ME;/CYP;0;;
1233;2141-2156;Sa;USA;Trans World Radio;A;ME;/CYP;0;;
1242;1100-1130;;VTN;Voice of Vietnam;E;SEA;;1;;
1242;1130-1200;;VTN;Voice of Vietnam;T;SEA;;1;;
1242;1200-1230;;VTN;Voice of Vietnam;F;SEA;;1;;
1242;1230-1300;;VTN;Voice of Vietnam;KH;SEA;;1;;
1242;1300-1330;;VTN;Voice of Vietnam;F;SEA;;1;;
1242;1330-1430;;VTN;Voice of Vietnam;LAO;SEA;;1;;
1242;1430-1500;;VTN;Voice of Vietnam;IN;SEA;;1;;
1242;1500-1530;;VTN;Voice of Vietnam;E;SEA;;1;;
1242;1530-1630;;VTN;Voice of Vietnam;VN;SEA;;1;;
1242;1630-1700;;VTN;Voice of Vietnam;E;SEA;;1;;
1242;2200-2230;;VTN;Voice of Vietnam;T;SEA;;1;;
1242;2230-2300;;VTN;Voice of Vietnam;KH;SEA;;1;;
1242;2300-2400;;VTN;Voice of Vietnam;LAO;SEA;;1;;
1260;0030-0100;;CVA;Radio Vaticana;P;Eu;;1;;
1260;0100-0145;;CVA;Radio Vaticana;S;Eu;;1;;
1260;0310-0330;;CVA;Radio Vaticana;AR;Eu;;2;;
1260;0330-0400;;CVA;Radio Vaticana;R;Eu;;2;;
1260;0400-0420;;CVA;Radio Vaticana;UK;Eu;;2;;
1260;0420-0440;;CVA;Radio Vaticana;BY;Eu;;2;;
1260;0440-0500;;CVA;Radio Vaticana;LT;Eu;;2;;
1260;0500-0530;;CVA;Radio Vaticana;A;Eu;;2;;
1260;0540-0600;;CVA;Radio Vaticana;BU;Eu;;2;;
1260;0600-0620;Mo,Sa;CVA;Radio Vaticana;FI;Eu;;2;;
1260;0600-0620;23457;CVA;Radio Vaticana;SWE;Eu;;2;;
1260;0620-0640;;CVA;Radio Vaticana;AL;EEu;;2;;
1260;0900-0930;Mo-Sa;CVA;Radio Vaticana;P;Eu;;3;;
1260;1000-1030;Mo-Sa;CVA;Radio Vaticana;P;Eu;;3;;
1260;1130-1200;Mo-Sa;CVA;Radio Vaticana;S;Eu;;1;;
1260;1330-1400;;CVA;Radio Vaticana;R;Eu;;2;;
1260;1400-1415;;CVA;Radio Vaticana;S;Eu;;2;;
1260;1415-1430;;CVA;Radio Vaticana;P;Eu;;2;;
1260;1500-1530;Th;CVA;Radio Vaticana;P;Eu;;1;;
1260;1500-1530;Mo,Fr;CVA;Radio Vaticana;S;Eu;;1;;
1260;1600-1630;;CVA;Radio Vaticana;P;Eu;;4;;
1260;1630-1700;;CVA;Radio Vaticana;A;Eu;;2;;
1260;1700-1730;;CVA;Radio Vaticana;P;Eu;;5;;
1260;1700-1730;;CVA;Radio Vaticana;S;Eu;;4;;
1260;1800-1820;;CVA;Radio Vaticana;BY;Eu;;1;;
1260;1820-1840;;CVA;Radio Vaticana;LT;Eu;;1;;
1260;1840-1900;;CVA;Radio Vaticana;LV;Eu;;1;;
1260;1900-1920;;CVA;Radio Vaticana;RO;Eu;;1;;
1260;1920-1940;;CVA;Radio Vaticana;BU;Eu;;1;;
1260;1940-2000;Fr,Su;CVA;Radio Vaticana;FI;Eu;;1;;
1260;1940-2000;2346;CVA;Radio Vaticana;SWE;Eu;;1;;
1260;2000-2020;;CVA;Radio Vaticana;AL;Eu;;1;;
1260;2020-2040;;CVA;Radio Vaticana;TAG;Eu;;1;;
1260;2050-2300;;CVA;Radio Vaticana;P;SEu;;6;2412;2412
1260;2100-2130;;CVA;Radio Vaticana;R;Eu;;1;;
1269;1100-1300;;CHN;China Radio Int.;E;SEA;;1;;
1269;1400-1500;;CHN;China Radio Int.;NE;NPL;;1;;
1269;1500-1600;;CHN;China Radio Int.;NE;NPL;;1;;
1269;1600-1700;;CHN;China Radio Int.;E;SEA;;1;;
1278;0700-1100;Mo-Fr;F;France Bleu Elsass;D;CEu;;2;;
1278;1300-1530;Mo-Fr;F;France Bleu Elsass;D;CEu;;2;;
1296;1100-1500;;CHN;China Radio Int.;VN;SEA;k;1;;
1296;0200-2230;;SDN;Sudan RTVC;A;EAf;r;1;;
1296;0230-0300;;USA;Radio Liberty;PS;AFG;/AFG-k;1;;
1296;0300-0330;;USA;Radio Liberty;DR;AFG;/AFG-k;1;;
1296;0330-0430;;USA;Radio Liberty;PS;AFG;/AFG-k;1;;
1296;0430-0530;;USA;Radio Liberty;DR;AFG;/AFG-k;1;;
1296;0530-0630;;USA;Radio Liberty;PS;AFG;/AFG-k;1;;
1296;0630-0730;;USA;Radio Liberty;DR;AFG;/AFG-k;1;;
1296;0730-0830;;USA;Radio Liberty;PS;AFG;/AFG-k;1;;
1296;0830-0930;;USA;Radio Liberty;DR;AFG;/AFG-k;1;;
1296;0930-1030;;USA;Radio Liberty;PS;AFG;/AFG-k;1;;
1296;1030-1130;;USA;Radio Liberty;DR;AFG;/AFG-k;1;;
1296;1130-1230;;USA;Radio Liberty;PS;AFG;/AFG-k;1;;
1296;1230-1330;;USA;Radio Liberty;DR;AFG;/AFG-k;1;;
1296;1330-1400;;USA;Radio Liberty;PS;AFG;/AFG-k;1;;
1296;1400-1430;;USA;Radio Liberty;DR;AFG;/AFG-k;1;;
1296;0030-0130;;USA;VoA Radio Ashna;PS;AFG;/AFG-k;1;;
1296;0130-0230;;USA;VoA Radio Ashna;DR;AFG;/AFG-k;1;;
1296;2030-0030;;USA;Voice of America;E;AFG;/AFG-k;1;;
1314;0330-0400;;ARM;Armenian National Radio;YZ;ME;;2;;
1314;1315-1345;;ARM;Armenian National Radio;KU;ME;;2;;
1314;1345-1400;;ARM;Armenian National Radio;AZ;ME;;2;;
1314;1400-1415;Mo-Fr;ARM;Armenian National Radio;AZ;ME;;2;;
1314;1400-1415;SaSu;ARM;Armenian National Radio;TU;ME;;2;;
1314;1415-1430;;ARM;Armenian National Radio;TU;ME;;2;;
1314;0820-0830;Su;ROU;Radio Bukarest;D;ROU;;2;;
1314;1200-1300;Mo-Sa;ROU;Radio Bukarest;D;ROU;;2;;
1314;0000-0100;;RUS;Voice of Russia;R;ME;/ARM;6;2810;3112
1314;0100-0300;;RUS;Voice of Russia;TU;ME;/ARM;6;2810;3112
1314;0300-0500;;RUS;Voice of Russia;E;ME;/ARM;0;;
1314;0500-0600;;RUS;Voice of Russia;KU;ME;/ARM;0;;
1314;1300-1400;;RUS;Voice of Russia;TU;ME;/ARM;6;2810;3112
1314;1400-1500;;RUS;Voice of Russia;TU;ME;/ARM;0;;
1314;1500-1600;;RUS;Voice of Russia;KU;ME;/ARM;0;;
1314;1600-2100;;RUS;Voice of Russia;A;ME;/ARM;0;;
1314;2100-2230;;RUS;Voice of Russia;TU;ME;/ARM;6;2810;3112
1314;1400-0200;;USA;Radio Farda;FS;ME;/UAE;1;;
1323;1000-1200;;CHN;China Radio Int.;R;Sib;;1;;
1323;1300-1500;;CHN;China Radio Int.;R;Sib;u;1;;
1323;1100-1400;;CHN;China Radio Int.;K;FE;;1;;
1323;1500-1800;;CHN;China Radio Int.;E;FE;u;1;;
1323;2100-2300;;CHN;China Radio Int.;K;FE;;1;;
1323;0200-0730;;G;BBC;E;ME;/CYP;1;;
1323;0730-0900;SaSu;G;BBC;E;ME;/CYP;1;;
1323;0900-2300;;G;BBC;E;ME;/CYP;1;;
1323;0820-0830;Su;ROU;Radio Bukarest;D;ROU;;2;;
1323;1200-1300;Mo-Sa;ROU;Radio Bukarest;D;ROU;;2;;
1323;0830-0900;Su;ROU;Radio Neumarkt;D;ROU;;2;;
1323;1900-2000;Mo-Sa;ROU;Radio Neumarkt;D;ROU;;2;;
1323;0500-0900;;RUS;Voice of Russia;E;Eu;/D-wb;6;2810;3112
1323;0900-1200;;RUS;Voice of Russia;D;Eu;/D-wb;6;2810;3112
1323;1200-1500;;RUS;Voice of Russia;R;Eu;/D-wb;6;2810;3112
1323;1500-1900;;RUS;Voice of Russia;D;Eu;/D-wb;6;2810;3112
1323;1900-2100;;RUS;Voice of Russia;F;Eu;/D-wb;6;2810;3112
1341;1130-1200;;CHN;China Radio Int.;TAG;SEA;;1;;
1341;1200-1400;;CHN;China Radio Int.;E;SEA;;1;;
1341;1430-1500;;CHN;China Radio Int.;TAG;SEA;;1;;
1341;0100-0200;;USA;Radio Liberty;KZ;CAs;/KAZ;1;;
1341;1300-1400;;USA;Radio Liberty;KZ;CAs;/KAZ;1;;
1350;2000-2030;;J;NHK Radio Japan;A;ME;/ARM;0;;
1350;0300-0500;;RUS;Voice of Russia;TU;ME;/ARM;6;2810;3112
1350;1300-1400;;RUS;Voice of Russia;TU;ME;/ARM;6;2810;3112
1350;1400-1500;;RUS;Voice of Russia;TU;ME;/ARM;0;;
1350;1800-1814;;USA;Trans World Radio;KU;ME;/ARM;1;;
1350;1815-1845;;USA;Trans World Radio;TU;ME;/ARM;1;;
1350;1846-1916;Sa;USA;Trans World Radio;E;ME;/ARM;1;;
1350;1846-1916;Su-Th;USA;Trans World Radio;HB;ME;/ARM;1;;
1350;1846-1916;Fr;USA;Trans World Radio;R;ME;/ARM;1;;
1359;0300-0530;;ETH;V.o.Tigray Revolution;TIG;EAf;a;1;;
1359;0530-0900;SaSu;ETH;V.o.Tigray Revolution;TIG;EAf;a;1;;
1359;0930-1030;Mo-Fr;ETH;V.o.Tigray Revolution;TIG;EAf;a;1;;
1359;1100-1500;SaSu;ETH;V.o.Tigray Revolution;TIG;EAf;a;1;;
1359;1500-1900;;ETH;V.o.Tigray Revolution;TIG;EAf;a;1;;
1359;1100-1200;;TWN;Radio Taiwan Int.;E;SEA;f;1;;
1359;1200-1300;;TWN;Radio Taiwan Int.;VN;SEA;f;1;;
1359;1000-1100;;USA;WYFR Family Radio;TAG;PHL;/TWN-f;1;;
1359;1300-1400;;USA;WYFR Family Radio;VN;SEA;/TWN-f;1;;
1359;1400-1500;;USA;WYFR Family Radio;IN;INS;/TWN-f;1;;
1359;1600-1700;;USA;WYFR Family Radio;VN;SEA;/TWN-f;1;;
1359;1700-2000;;USA;WYFR Family Radio;E;FE;/TWN-f;1;;
1359;2000-2100;;USA;WYFR Family Radio;M;FE;/TWN-f;1;;
1359;2100-2200;;USA;WYFR Family Radio;VN;SEA;/TWN-f;1;;
1359;2200-2300;;USA;WYFR Family Radio;TAG;PHL;/TWN-f;1;;
1368;1900-2000;3.Fr;G;Radio City;E;Eu;/I;6;0101;3103
1368;1945-2000;Sa;I;IRRS Echo de l'Europe;F;Eu;;6;2212;3103
1368;0500-0700;;I;IRRS Milano;E;Eu;;2;2212;
1368;1830-0100;;I;IRRS Milano;E;Eu;;2;2212;
1377;0200-0400;;RUS;Voice of Russia;E;ME;/ARM;0;;
1377;1500-1700;;RUS;Voice of Russia;FS;IRN;/ARM;0;;
1377;1700-1715;;USA;Trans World Radio;KU;ME;/ARM;1;;
1377;1715-1732;Sa-We;USA;Trans World Radio;FS;ME;/ARM;1;;
1377;1715-1732;Th;USA;Trans World Radio;GI;ME;/ARM;1;;
1377;1715-1732;Fr;USA;Trans World Radio;QQ;ME;/ARM;1;;
1377;1732-1900;;USA;Trans World Radio;FS;ME;/ARM;1;;
1377;1902-1917;Sa-Mo;USA;Trans World Radio;A;ME;/ARM;1;;
1377;1902-1917;Th;USA;Trans World Radio;EGY;ME;/ARM;1;;
1377;1902-1917;We;USA;Trans World Radio;IRQ;ME;/ARM;1;;
1377;1902-1917;Fr;USA;Trans World Radio;JOR;ME;/ARM;1;;
1377;1902-1917;Tu;USA;Trans World Radio;LBN;ME;/ARM;1;;
1377;1917-1932;Th;USA;Trans World Radio;A;ME;/ARM;1;;
1377;1917-1932;Tu;USA;Trans World Radio;ASY;ME;/ARM;1;;
1377;1917-1932;Fr-Mo;USA;Trans World Radio;EGY;ME;/ARM;1;;
1377;1917-1932;We;USA;Trans World Radio;SUD;ME;/ARM;1;;
1377;1932-2002;;USA;Trans World Radio;A;ME;/ARM;1;;
1386;2100-2200;;CHN;China Radio Int.;E;EEu;/LTU;1;;
1386;0330-0400;;J;NHK Radio Japan;R;EEu;/LTU;0;;
1386;1500-1600;;POL;Polskie Radio;PO;EEu;/LTU;6;2601;3103
1395;0901-1000;;ALB;Radio Tirana;AL;Eu;f;0;;
1395;0100-2400;;RUS;Voice of Russia;R;ME;/ARM;0;;
1395;1925-2000;;USA;Trans World Radio;HU;Eu;/ALB-f;0;;
1395;2000-2015;Sa;USA;Trans World Radio;PO;Eu;/ALB-f;0;;
1395;2000-2030;Su-Fr;USA;Trans World Radio;PO;Eu;/ALB-f;0;;
1395;2015-2030;Sa;USA;Trans World Radio;HR;Eu;/ALB-f;0;;
1395;2030-2045;Su;USA;Trans World Radio;HR;Eu;/ALB-f;0;;
1395;2030-2100;Mo-Sa;USA;Trans World Radio;HR;Eu;/ALB-f;0;;
1395;2045-2130;Su;USA;Trans World Radio;BOS;Eu;/ALB-f;0;;
1395;2100-2130;Sa;USA;Trans World Radio;HR;Eu;/ALB-f;0;;
1395;2100-2130;Mo-Fr;USA;Trans World Radio;SR;Eu;/ALB-f;0;;
1404;0820-0830;Su;ROU;Radio Bukarest;D;ROU;;2;;
1404;1200-1300;Mo-Sa;ROU;Radio Bukarest;D;ROU;;2;;
1404;0830-0900;Su;ROU;Radio Neumarkt;D;ROU;;2;;
1404;1900-2000;Mo-Sa;ROU;Radio Neumarkt;D;ROU;;2;;
1413;0030-0100;;G;BBC;DR;AFG;/OMA;1;;
1413;0100-0130;;G;BBC;HI;SAs;/OMA;1;;
1413;0130-0200;;G;BBC;UR;SAs;/OMA;1;;
1413;0200-0230;;G;BBC;E;SAs;/OMA;1;;
1413;0230-0300;;G;BBC;FS;IRN;/OMA;1;;
1413;0300-0400;;G;BBC;E;ME;/OMA;1;;
1413;1300-1400;;G;BBC;E;SAs;/OMA;1;;
1413;1400-1430;;G;BBC;HI;SAs;/OMA;1;;
1413;1430-1500;;G;BBC;E;IRN;/OMA;1;;
1413;1500-1600;;G;BBC;UR;SAs;/OMA;1;;
1413;1600-1630;;G;BBC;HI;ME;/OMA;1;;
1413;1630-1800;;G;BBC;E;SAs;/OMA;1;;
1413;1800-1900;;G;BBC;DR;AFG;/OMA;1;;
1413;1900-2100;;G;BBC;E;ME;/OMA;1;;
1413;1700-1800;;RUS;Voice of Russia;R;EEu;/MDA;6;2810;3112
1413;1800-2000;;RUS;Voice of Russia;R;EEu;/MDA;0;;
1422;0700-0800;;CHN;China National Radio 1;M;CHN;ka;1;;
1422;0900-1100;;CHN;China National Radio 1;M;CHN;ka;1;;
1422;0100-0300;;CHN;China National Radio 8;KZ;CHN;ka;1;;
1422;0500-0600;;CHN;China National Radio 8;KZ;CHN;ka;1;;
1422;1100-1200;;CHN;China National Radio 8;KZ;CHN;ka;1;;
1422;1400-1700;;CHN;China National Radio 8;KZ;CHN;ka;1;;
1422;0600-0700;;CHN;China National Radio 13;UI;CHN;ka;1;;
1422;0800-0900;;CHN;China National Radio 13;UI;CHN;ka;1;;
1422;1300-1400;;CHN;China Radio Int.;HI;SAs;ka;1;;
1422;1400-1500;;CHN;China Radio Int.;E;SAs;ka;1;;
1422;1500-1600;;CHN;China Radio Int.;UR;SAs;ka;1;;
1422;1200-1600;;CHN;Voice of Pujiang;M;FE;sg;1;;
1422;2200-1200;;CHN;Voice of Pujiang;M;FE;sg;1;;
1422;0000-0100;;TWN;Radio Taiwan Int.;M;CHN;m;1;;
1422;0100-0200;;TWN;Radio Taiwan Int.;E;CHN;m;1;;
1422;0200-0300;;TWN;Radio Taiwan Int.;HK;CHN;m;1;;
1422;0300-0500;;TWN;Radio Taiwan Int.;IN;INS;m;1;;
1422;0500-0600;;TWN;Radio Taiwan Int.;AM;CHN;m;1;;
1422;0900-1000;;TWN;Radio Taiwan Int.;AM;CHN;m;1;;
1422;1000-1100;;TWN;Radio Taiwan Int.;M;CHN;m;1;;
1422;1100-1200;;TWN;Radio Taiwan Int.;VN;SEA;m;1;;
1422;1200-1300;;TWN;Radio Taiwan Int.;IN;INS;m;1;;
1422;1300-1500;;TWN;Radio Taiwan Int.;T;SEA;m;1;;
1422;2300-2400;;TWN;Radio Taiwan Int.;T;SEA;m;1;;
