June 2012,,,,,,,,
CTRY,CALLSIGN,NAME,Observations,N<30,N<60,N<120,N>360,Average (R-O) (mins)
GB  , 9V9763, Maersk Laguna,4,2,2,2,1,198
GB  , VRJH7, Maersk Lebu,2,1,1,1,1,702.5
GB  , A8PK9, Maersk Miami,9,4,8,9,0,35.2
GB  , OZDJ2, Maersk Newport,21,16,19,19,0,27.1
GB  , OZDK2, Maersk Norfolk,35,26,29,33,0,29.6
GB  , A8DH2, Maersk Nottingham,7,7,7,7,0,13.9
GB  , MYSU5, Maersk Patras,20,0,1,2,15,1206.4
GB  , MZFR9, Maersk Rapier,8,0,6,7,0,54.8
GB  , OWIX2, Maersk Rosyth,24,6,19,23,1,103.6
GB  , A8KW3, Maersk Saigon,7,6,6,7,0,29.4
GB  , A8JS7, Maersk Sana,25,6,22,25,0,48.8
GB  , A8JK7, Maersk Santana,27,21,23,25,2,172.4
GB  , DDJS2, Maersk Sarnia,49,37,46,46,0,33.4
GB  , A8LK3, Maersk Seoul,32,27,32,32,0,17.9
GB  , A8LW6, Maersk Singapore,28,10,23,28,0,43.5
GB  , A8KW2, Maersk Stralsund,11,0,0,1,4,802.4
GB  , DDJU2, Maersk Sydney,5,4,5,5,0,19.4
GB  , S6TV, Maersk Wave,15,12,13,14,1,52.7
GB  , V7TU9, Maestro Lion,40,40,40,40,0,11.8
GB  , C6OA3, Mandarin Arrow,1,0,1,1,0,41
GB  , LAMG7, Merlin Arrow,39,36,38,39,0,14.1
GB  , ZCDH7, Milan Express,5,2,4,5,0,36.4
GB  , C6NI8, Mozu Arrow,50,39,49,50,0,12
GB  , ZQDI9, Nedlloyd Drake,73,31,64,73,0,41.9
GB  , A8PK8, Nedlloyd Honshu,17,17,17,17,0,13.6
GB  , MZER8, Nedlloyd Hudson,88,25,72,86,0,52
GB  , A8DG9, Nedlloyd Marita,67,63,67,67,0,13.6
GB  , MZFC6, Nedlloyd Tasman,32,24,27,28,1,80.7
GB  , ZCDS4, Ocean Princess,32,19,22,24,4,141.5
GB  , ZCDN9, Oceana,31,20,29,30,0,21.7
GB  , OXKO2, Olivia Maersk,23,2,18,21,0,66.7
GB  , VRVQ9, OOCL Belgium,16,12,16,16,0,17.1
GB  , ZCDU9, Oriana,7,6,7,7,0,18.4
GB  , GDTT, Pacific Guardian,34,21,27,31,1,47.5
GB  , VQKZ5, Parana,17,10,16,17,0,28.6
GB  , C6JE4, Petersfield,26,12,23,24,1,54.1
GB  , C6NZ3, Pine Arrow,40,24,36,38,0,38.3
GB  , C6OT4, Plover Arrow,55,54,55,55,0,9
GB  , C6TQ3, Poplar Arrow,26,0,1,13,0,121.3
GB  , ZCEF2, Queen Elizabeth,40,29,35,37,2,44.4
GB  , ZCEF6, Queen Mary 2,47,24,37,40,4,142.6
GB  , ZCEF3, Queen Victoria,12,10,10,10,0,53.2
GB  , 9HA2950, Quest for Adventure,47,9,22,32,8,199.7
GB  , ZCBV4, Quorn,40,27,39,39,0,26.6
GB  , A8JR6, Rio Thelon,38,33,38,38,0,16.1
GB  , ZCDY2, Ruby Princess,47,35,42,42,2,42.7
GB  , 2BLY2, Safmarine Bayete,49,22,35,45,0,50.7
GB  , 2BLY5, Safmarine Benguela,28,17,24,27,0,30.6
GB  , MGDM, Safmarine Mafadi,37,12,25,26,11,450.4
GB  , 2AQK7, Safmarine Nakuru,44,21,40,42,1,64.5
GB  , 2ALE5, Safmarine Nile,50,30,44,49,0,32.6
GB  , MGJS8, Safmarine Nokwanda,29,8,23,28,0,39.6
GB  , MGGK4, Safmarine Nomazwe,10,8,9,9,1,60.6
GB  , 2AQK9, Safmarine Nuba,39,24,33,36,0,26.1
GB  , 2AJI3, Safmarine Nyassa,26,21,25,26,0,21
GB  , 9HA2415, Saga Ruby,6,3,5,6,0,27.3
GB  , 9HOF8, SAGA SAPPHIRE,16,11,14,15,0,23.2
GB  , ZCDG7, Sapphire Princess,66,31,42,54,6,123.2
GB  , ZCBU3, Sea Princess,28,19,27,27,0,23.9
GB  , ZCBV6, Snowdon,29,7,23,26,2,120.7
GB  , C6SD9, Spruce Arrow,53,16,36,47,0,56
GB  , MMHE5, St. Helena,86,36,71,79,1,46.8
GB  , ZCDD6, Star Princess,46,42,44,44,2,55.8
GB  , MZIU7, Stavros S Niarchos,32,15,32,32,0,25.8
GB  , ZCBZ5, Talca,13,2,9,10,2,585.5
GB  , MYMY6, Toisa Coral,14,8,12,14,0,16.2
GB  , VQHR9, Toisa Independent,6,4,6,6,0,28
GB  , C6NR5, Toucan Arrow,21,9,17,20,1,72.3
GB  , V7OE6, Umm al Amad,93,69,86,92,0,23.7
GB  , ZCBD4, Valencia Express,1,1,1,1,0,21
GB  , ZCDT2, Ventura,22,16,21,21,0,19.9
GB  , 2AUO5, VOS Pioneer,56,48,50,50,3,46.7
GB  , C6JE5, Westfield,21,8,20,21,0,31.7
GB  , C6JD7, Wren Arrow,74,34,52,63,3,71.3
HK  , VRDW2, Dapeng Moon,38,0,37,38,0,52.9
HK  , VQGQ4, Maersk Gairloch,40,0,34,38,0,64.8
HK  , VRBQ6, OOCL Asia,25,0,24,25,0,53.7
HK  , VRAR6, OOCL Atlanta,12,5,12,12,0,34.8
HK  , VRIB3, OOCL Beijing,9,0,8,8,1,131.3
HK  , VRFJ6, OOCL Brisbane,23,0,23,23,0,51.2
HK  , VRIB2, OOCL Canada,24,1,24,24,0,48.6
HK  , VRFX2, OOCL Charleston,37,0,31,37,0,63.6
HK  , VRFW9, OOCL Dalian,13,0,10,13,0,63.3
HK  , VRBX7, OOCL Europe,12,0,11,12,0,59.3
HK  , VRZK9, OOCL Hamburg,4,0,4,4,0,51.2
HK  , VRDE7, OOCL Houston,17,4,17,17,0,37.1
HK  , VRGO7, OOCL Jakarta,14,0,10,14,0,70.4
HK  , VRGE3, OOCL Le Havre,13,0,12,13,0,52.2
HK  , VRGO3, OOCL Luxembourg,21,1,14,21,0,54.1
HK  , VRZL3, OOCL Ningbo,17,0,14,17,0,61.6
HK  , VRZL2, OOCL Qingdao,16,0,15,16,0,55.1
HK  , VRZK8, OOCL Rotterdam,1,0,1,1,0,52
HK  , VRFU8, OOCL Seoul,13,0,12,13,0,56.7
HK  , VRYO2, OOCL Shenzhen,20,1,18,19,0,57.3
HK  , VRVL2, OOCL Singapore,1,1,1,1,0,11
HK  , VRCU7, OOCL Southampton,10,0,10,10,0,51.4
HK  , VRAR7, OOCL TianJin,8,0,7,8,0,58.8
HK  , VRCI9, OOCL Tokyo,10,3,10,10,0,37.8
HK  , VRDB3, OOCL Yokohama,17,12,16,16,1,48.5
HK  , VRCB4, OOCL Zhoushan,8,0,7,8,0,60.9
HK  , 3FWP3, Star Pisces,10,0,10,10,0,51.2
HK  , 3FCE9, Uni Pacific,5,0,2,4,1,159.6
IE  , EIPT, ILV Granuaile,3,2,2,2,1,210.7
IE  , C4HP2, ULYSSES,20,20,20,20,0,0
IL  , 4XFB, ZIM ASIA,8,0,4,6,1,160.4
IL  , 4XIS, ZIM BARZELONA,15,13,15,15,0,13.1
IL  , 4XIM, ZIM HAIFA,4,0,0,0,4,1366.2
IL  , A8IZ2, ZIM QINGDAO,24,13,18,21,2,68.6
IL  , 4XFV, ZIM VIRGINIA,27,23,24,24,3,110
IN  , AUBC, Desh  Prem,6,5,6,6,0,17.2
IN  , AUCT, Desh Shanti,17,12,16,17,0,27.6
IN  , ATSF, Gandhar,6,1,4,5,1,283
IN  , ATSS, Maharaja Agrasen,17,14,17,17,0,18.7
IN  , VVZU, Maharshi Parshuram,6,6,6,6,0,16.7
IN  , VTXF, Nanga Parbat,10,1,5,9,0,72.1
IS  , TFNA, ARNI FRIDRIKSSON,46,30,35,41,1,68.6
IS  , TFEA, BJARNI SAEMUNDSSON,80,69,75,78,1,31
IS  , OZ2049, HELGAFELL,22,10,13,19,1,66.9
JP  , JBZR, FUKUSHIMA MARU,121,73,120,121,0,35.3
JP  , JPBN, KEIFU MARU,467,461,462,462,5,37
JP  , JFRO, KOJIMA,55,22,51,55,0,33.7
JP  , H9UY, NIKKEI PHOENIX,19,13,19,19,0,32.2
JP  , JDVA, OSHORO MARU,63,54,62,63,0,29.7
JP  , 7JDK, RHEA LEADER,4,0,0,4,0,91
JP  , JGQH, RYOFU MARU,483,478,480,482,0,28.7
JP  , JPQG, SHIN SAPPORO MARU,2,0,1,2,0,54
JP  , 3EDA4, TRANS FUTURE 5,73,63,70,73,0,25.2
KR  , D9TD, HANSIN DAMPIER,4,0,0,0,4,411
KR  , D9RV, HYUNDAI CONTINENTAL,1,0,0,0,0,291
KR  , 3FIG7, KEOYANG ORIENT,1,0,0,0,1,471
KR  , DSEM8, MSC HIGHNESS,2,0,0,0,1,381
KR  , 3FHD9, SK SUMMIT,6,0,0,0,6,441
KR  , DSPZ2, YK SOVEREIGH,3,0,0,0,0,351
MY  , 9MBR8, SS PUTERI DELIMA,10,0,7,10,0,72.4
MY  , 9MGF7, SS PUTERI FIRUS SATU,25,0,25,25,0,53.3
MY  , 9MBQ6, SS PUTERI INTAN,3,0,0,2,0,156
MY  , 9MGJ9, SS PUTERI MUTIARA SATU,14,0,12,14,0,62.5
MY  , 9MBW7, SS PUTERI NILAM,4,0,1,4,0,98
    , TBWAA05, ,3,1,3,3,0,39.3
    , TBWAA10, ,84,75,84,84,0,15.7
NL  , PCDE, ADMIRALENGRACHT,32,20,28,32,0,36.6
NL  , PCKU, ALEXANDERGRACHT,35,31,33,35,0,14.8
NL  , PHIN, AMAZONEBORG,3,3,3,3,0,17
NL  , PCPR, AMSTELGRACHT,10,9,10,10,0,17.4
NL  , PCGQ, ANJELIERSGRACHT,52,49,52,52,0,16.9
NL  , PCSV, APOLLOGRACHT,26,24,25,25,1,72.9
NL  , PHHD, ARNEBORG,10,5,10,10,0,27.3
NL  , PFPT, AVATAQ,5,4,5,5,0,23.8
NL  , 2EZE5, BERGE STAHL,23,21,21,23,0,18.3
NL  , A8JH8, BUZZARD BAY,85,84,84,85,0,12.7
NL  , PJRH, COLD STREAM,36,35,36,36,0,12.8
NL  , A8IP4, COMOROS STREAM,5,2,4,5,0,37.2
NL  , PDKK, COOL EXPRESS,6,6,6,6,0,15
NL  , PHKM, CORAL FAVIA,4,3,3,3,0,73.8
NL  , ELXG9, CORAL PAVONA,53,49,53,53,0,13.6
NL  , PBOF, DAMGRACHT,15,13,15,15,0,13.8
NL  , PDNN, DANIELLA,22,20,20,20,0,21.4
NL  , PBSY, DONAUGRACHT,10,9,9,9,1,76.4
NL  , DDIG2, EAGLE BAY,36,30,36,36,0,18.1
NL  , PDWZ, EDAMGRACHT,73,70,72,73,0,14.2
NL  , OXOR2, EDITH MAERSK,44,37,40,40,1,44.8
NL  , PDXQ, EEMSGRACHT,10,10,10,10,0,14.6
NL  , PDWT, EGELANTIERSGRACHT,6,6,6,6,0,10.7
NL  , PDYI, ELANDSGRACHT,43,43,43,43,0,16.3
NL  , OXHY2, ELLY MAERSK,68,37,62,67,0,30.3
NL  , A8IO2, ELSEBETH,154,134,152,154,0,18.2
NL  , A8IP2, ELVIRA,23,21,23,23,0,17.6
NL  , A8IP3, EMERALD,39,34,39,39,0,17.7
NL  , OYGR2, EMMA MAERSK,23,20,23,23,0,16.1
NL  , PDYX, EMMAGRACHT,9,9,9,9,0,10.7
NL  , A8IN8, ESMERALDA,123,97,122,123,0,20.2
NL  , PDZS, EUROPA,65,42,61,65,0,24.9
NL  , A8QJ7, EVA N,58,26,49,58,0,33.1
NL  , OXHV2, EVELYN MAERSK,51,29,43,49,1,59.1
NL  , A8JI2, FALCON BAY,1,1,1,1,0,16
NL  , PEBT, FLINTERDUIN,29,15,16,18,0,96.9
NL  , PBHZ, FLINTERSKY,31,25,31,31,0,16.4
NL  , PBEN, FLINTERSUN,22,22,22,22,0,11.3
NL  , PEND, HAPPY BUCCANEER,26,19,19,21,0,52
NL  , PCER, HAPPY RANGER,29,27,29,29,0,14
NL  , PCAW, HAPPY RIVER,8,8,8,8,0,10.4
NL  , PCBZ, HAPPY ROVER,49,32,32,47,0,40.9
NL  , PHJV, IVER EXACT,22,20,20,22,0,17.5
NL  , PCBU, IVER EXCEL,22,18,22,22,0,18.4
NL  , PECF, IVER EXPERIENCE,22,22,22,22,0,11.9
NL  , PFBF, IVER EXPORTER,81,77,81,81,0,14.2
NL  , OWFD2, JOHANNES MAERSK,48,44,47,48,0,17.8
NL  , PFFH, JUMBO SPIRIT,26,21,24,25,0,25.1
NL  , OWKI2, LAURA MAERSK,29,25,28,28,0,22.9
NL  , OWAY2, LICA MAERSK,14,12,14,14,0,17.3
NL  , PHPP, MAERSK INNOSHIMA,85,75,78,80,1,30.7
NL  , PBDH, MAERSK INVERNESS,67,63,66,66,0,17.4
NL  , PHOB, MAERSK IZMIR,56,52,55,55,0,17.2
NL  , PDHP, MAERSK KALMAR,34,32,33,33,0,21.6
NL  , PFDH, MAERSK KAMPALA,16,14,15,16,0,23.6
NL  , PDHO, MAERSK KIMI,18,15,16,18,0,19.9
NL  , PDHW, MAERSK PALERMO,80,77,77,79,0,15.4
NL  , PDHY, MAERSK PEMBROKE,34,31,34,34,0,17.3
NL  , OZDM2, MAERSK SALALAH,8,4,7,8,0,33.1
NL  , VRGW2, MAERSK SALINA,51,28,47,51,0,29.5
NL  , OZDQ2, MAERSK SAVANNAH,12,7,11,11,0,39.6
NL  , VRGW3, MAERSK STOCKHOLM,93,31,69,92,0,40.8
NL  , PHKL, NEDLLOYD BARENTSZ,300,266,285,295,0,19.2
NL  , PCIM, NEDLLOYD MERCATOR,42,39,41,41,0,22.2
NL  , PJHA, NOVA ZEELANDIA,8,4,7,7,0,60.8
NL  , PIAG, ORANJEBORG,31,28,31,31,0,13.5
NL  , PGQI, PACIFIC,100,99,100,100,0,9.4
NL  , PGRQ, PELAGIA,77,75,77,77,0,12.2
NL  , PBQK, PLANCIUS,22,21,21,21,1,37.5
NL  , D5BR6, POLAR STREAM,26,15,21,26,0,29.8
NL  , A8JI5, PRINCE OF SEAS,85,81,82,84,1,22.2
NL  , PDUJ, QAMUTIK,8,7,7,8,0,24.6
NL  , PDGS, ROTTERDAM,132,106,118,122,5,78.3
NL  , PCIH, ROYAL KLIPPER,60,57,58,58,1,41.2
NL  , PHCQ, SAIMAAGRACHT,21,20,20,20,0,29.9
NL  , PHDL, SAMPOGRACHT,14,11,11,11,0,43.6
NL  , A8IP5, SANTA LUCIA,12,11,12,12,0,14.4
NL  , A8IN7, SANTA MARIA,72,34,37,39,24,420.3
NL  , PCGM, SINGELGRACHT,25,24,25,25,0,11.4
NL  , PDBP, SLOTERGRACHT,5,5,5,5,0,14.6
NL  , PFBE, SLUISGRACHT,37,32,32,32,1,48.3
NL  , PCEO, SPIEGELGRACHT,27,26,27,27,0,15.9
NL  , PBBB, SPUIGRACHT,17,17,17,17,0,15
NL  , PECA, STAD AMSTERDAM,6,4,5,5,1,126
NL  , PHAQ, STATENGRACHT,71,64,70,71,0,17.9
NL  , PHQW, STELLA NOVA,15,15,15,15,0,11.9
NL  , PCAM, TASMAN SPIRIT,11,3,10,11,0,48.6
NL  , PCCL, TASMAN STAR,27,26,26,27,0,13.6
NL  , PHAC, TRACER,24,22,24,24,0,22.5
NL  , PHAA, TRAMPER,8,7,8,8,0,16.9
NL  , PHAL, TRANSPORTER,5,5,5,5,0,11.6
NL  , PHAM, TRAVELLER,54,48,49,53,0,17.6
NL  , 9LD2206, TRES HOMBRES,16,13,15,16,0,20.2
NL  , PFQE, UMIA VUT,1,1,1,1,0,28
NO  , LGWS, DR.FRIDTJOF NANSEN,411,409,411,411,0,11.4
NO  , LF3F, DRAUGEN,240,240,240,240,0,21.2
NO  , LAHV, FF HELMER HANSEN,456,452,454,455,0,12.1
NO  , LMEL, G.O. SARS,665,663,665,665,0,11.4
NO  , LJIT, HAAKON MOSBY,402,401,402,402,0,11.4
NO  , LF3N, HEIDRUN,242,241,242,242,0,21.1
NO  , LF4H, HEIMDAL,719,718,719,719,0,10
NO  , LDGJ, JOHAN HJORT,377,376,377,377,0,11.4
NO  , LF5T, NORNE,177,177,177,177,0,20.8
NO  , LF4C, SLEIPNER,239,239,239,239,0,21.2
NO  , LF4B, TROLL,705,705,705,705,0,14.7
NZ  , V7KA6, ANKING,21,11,16,20,1,84.1
NZ  , 3FZR7, ASTRID,3,0,1,3,0,74.3
NZ  , V2QD4, BC SAN FRANCISCO,12,4,11,12,0,33.4
NZ  , YJYY2, BORAL GAS,21,21,21,21,0,15.5
NZ  , ZMGB, GOLDEN BAY,5,4,5,5,0,30
NZ  , ZMKA, KAKARIKI,22,4,14,22,0,52.9
NZ  , VRDX2, KOTA PERMATA,10,3,5,9,0,65.8
NZ  , VRWW8, KWANGSI,10,10,10,10,0,15.3
NZ  , VRAE3, KWANGTUNG,29,28,28,28,0,23.2
NZ  , VRAE2, KWEICHOW,49,48,49,49,0,16.9
NZ  , VRAE4, KWEILIN,13,13,13,13,0,16.5
NZ  , 3ECI3, MAEA,32,28,31,31,0,23.5
NZ  , V7EM3, NINGHAI,26,15,22,25,0,37.9
NZ  , C6TE3, ORION,35,2,27,33,0,49.6
NZ  , YJZC5, PACIFIC GAS,9,8,8,9,0,23.8
NZ  , ZM2619, RANGATIRA,22,22,22,22,0,15.4
NZ  , V2CN5, SOFRANA SURVILLE,33,14,29,33,0,36.7
NZ  , A8QY2, SOFRANA TOURVILLE,39,19,33,38,0,39.8
NZ  , 9VVN8, SOUTHERN PEARL,37,29,31,36,0,31.9
NZ  , ZMENA, SPIRIT OF ENDURANCE AWS,297,56,295,296,1,34.9
NZ  , ZMSM, STRAITSMAN,2,2,2,2,0,10
NZ  , ZMFR, TANGAROA,412,57,382,412,0,37.6
NZ  , ZMIQ, TOREA,27,27,27,27,0,16.6
NZ  , 3EAT6, VICTOIRE,27,6,20,25,0,52.8
RU  , UGYU, 50 LET POBEDY,6,6,6,6,0,9
RU  , UFJC, A.TORCHINOV,29,29,29,29,0,20.4
RU  , UDUR, ADMIRAL STARIKOV,73,73,73,73,0,17.1
RU  , UCAC, ADMIRAL USHAKOV,60,39,49,55,3,86.6
RU  , UBSF2, ALDAN,11,11,11,11,0,20.5
RU  , UAST, ATRIA,30,2,26,30,0,47
RU  , UANA, FRITOF NANSEN,9,9,9,9,0,10.3
RU  , UCFT, GEMMA,22,21,22,22,0,12.3
RU  , UBMC, GORNOZAVODSK,13,13,13,13,0,20.3
RU  , UFCK, GRUMANT,18,14,17,18,0,22.8
RU  , UCUQ, IVAN TORNEV,105,30,43,49,8,187.3
RU  , UGOS, KAPITAN ARTYUKH,52,0,27,28,23,208.4
RU  , UFEQ, KAPITAN CHUKHCHIN,7,7,7,7,0,12
RU  , UIAO, KAPITAN DANILKIN,1,1,1,1,0,11
RU  , UFML, KAPITAN GNEZDILOV,27,0,5,20,1,114.3
RU  , UFLT, KAPITAN KREMS,18,0,18,18,0,35.7
RU  , UFMK, KAPITAN SERGIEVSKY,26,0,12,23,0,69.2
RU  , UBLH, KAPITAN TSIRUL,15,0,14,15,0,39
RU  , UEYO, KHUDOZHNIK N. RERIKH,42,0,42,42,0,36.6
RU  , UDWE, KRASNOGVARDEETS,51,0,50,51,0,36.3
RU  , UCJB, KUZMA MININ,3,3,3,3,0,16.3
RU  , UFLC, LUTOGA,35,35,35,35,0,20.4
RU  , UCAB, MIKHAIL KUTUZOV,7,6,6,6,1,215.1
RU  , UCCR, MIKHAIL LUKONIN,4,4,4,4,0,20.5
RU  , UCKA, MIKHAIL STREKALOVSKY,6,3,4,4,2,273.2
RU  , UGGA, NEREI,36,35,36,36,0,11.5
RU  , UIAH, NIKOLAI REPNIKOV,26,17,23,25,0,28.5
RU  , UIAC, NOVATOR,69,48,51,56,0,44.5
RU  , UFNZ, NOVAYA ZEMLYA,1,1,1,1,0,26
RU  , UICO, ODOEVSK,57,55,56,56,0,13.4
RU  , UHFW, PAROMAY,9,9,9,9,0,20.3
RU  , UCTS, PAVEL KUTAKHOV,42,40,41,41,1,44.5
RU  , UGNQ, PERSEI-4,2,2,2,2,0,12
RU  , UITJ, PETR VELIKY,40,40,40,40,0,11.9
RU  , UIDO, PIONER KHOLMSKA,19,5,18,19,0,38.6
RU  , UDOD, PIONER KORSAKOVA,65,59,64,65,0,22.9
RU  , UGTV, PIONER ROSSII,4,1,4,4,0,30.8
RU  , UCDM, PIONER SAKHALINA,9,9,9,9,0,21
RU  , UCDN, PIONER YUZHNO-SAKHALINSKA,11,10,11,11,0,24.9
RU  , UBLE7, POMORYE,15,15,15,15,0,11.1
RU  , UAKA, PROFESSOR MOLCHANOV,50,0,32,37,3,138.1
RU  , UCDL, SAKHALIN-10,11,10,10,11,0,27.7
RU  , UERK, SAKHALIN-8,11,10,10,10,1,66
RU  , UCEE, SAKHALIN-9,3,1,1,2,0,78
RU  , UBVF4, SEVERNAYA ZEMLYA,15,12,14,14,1,117.2
RU  , UAEV, TEZEJ,30,27,27,27,3,67
RU  , UCSJ, TOR,38,18,30,38,0,37.4
RU  , UBNY, VAIGACH,56,56,56,56,0,10.7
RU  , UGSI, VASILY BURKHANOV,38,0,34,37,0,44.1
RU  , UHOM, VEGA,36,36,36,36,0,11.2
RU  , UAVH, VIKTOR MIRONOV,3,0,0,0,3,891
RU  , UCJX, VIKTOR TKACHEV,10,10,10,10,0,10.9
RU  , UCJT, YAMAL,26,26,26,26,0,12
RU  , UDYG, ZAKHAR SOROKIN,30,27,27,29,1,32.1
RU  , UHMI, ZEYA,16,14,16,16,0,22.7
SE  , SBLI, AIDA,64,61,62,62,2,63.9
SE  , SKPE, ATL COMPANION,16,7,8,10,5,456.6
SE  , SKUN, ATL COMPASS,41,40,41,41,0,12.9
SE  , SKOZ, ATL CONCERT,32,28,31,31,1,66
SE  , SCKM, ATL CONVEYOR,11,10,10,10,1,149.7
SE  , SMGW, CARMEN,82,76,81,82,0,21.1
SE  , 9V8796, DON JUAN,30,13,29,30,0,32.6
SE  , SLCO, FALSTAFF,39,34,36,37,2,50.4
SE  , SLKQ, FAUST,23,23,23,23,0,17.7
SE  , SLKU, FEDORA,36,32,32,33,2,91.9
SE  , SLKR, FIDELIO,19,18,19,19,0,20.7
SE  , SJCD, MIGNON,47,42,44,45,2,45.1
SE  , SMLQ, ODEN,478,30,297,475,3,61
SE  , SBLW, OTELLO,57,52,52,52,4,65.8
SE  , SKEC, Transpaper,534,0,33,434,2,103.9
SE  , SKWI, TRISTAN,21,20,21,21,0,20.1
SE  , SBHI, TRITON,48,45,47,47,0,23.4
US  , OVYQ2, A. P. MOLLER,48,18,25,35,2,129
US  , WDF2728, ACHIEVEMENT,10,3,10,10,0,31.1
US  , C6SA3, ADVENTURE OF THE SEAS,144,119,142,143,0,20.8
US  , WBN3015, ADVENTURER,4,4,4,4,0,21
US  , C6VM6, AL KHUWAIR,22,1,6,8,6,270.7
US  , C6VF5, AL MARROUNA,45,17,32,33,11,361.2
US  , WSM5364, ALASKA MARINER,20,15,19,20,0,14.2
US  , WDB9918, ALASKAN EXPLORER,37,15,19,20,10,450.8
US  , WDB7815, ALASKAN FRONTIER,16,2,10,12,0,94.1
US  , WDD2074, ALASKAN LEGEND,61,12,36,58,0,54.3
US  , WDC6644, ALASKAN NAVIGATOR,51,25,41,45,5,158
US  , C6LU3, ALBEMARLE ISLAND,15,13,15,15,0,14.9
US  , OUOW2, ALBERT MAERSK,30,20,28,29,1,36
US  , WCZ7335, ALERT,14,10,13,14,0,22.4
US  , VCPX, ALGOLAKE,16,10,14,14,1,121.5
US  , CFK9698, ALGOMA GUARDIAN,35,25,34,35,0,12.9
US  , VGMV, ALGOMA NAVIGATOR,12,3,4,4,8,395.1
US  , VDRV, ALGOMA PROGRESS,36,23,28,33,1,40.9
US  , CYGR, ALGOMA QUEBECOIS,12,1,1,1,2,320.1
US  , CFN4309, ALGOMA SPIRIT,17,4,8,8,1,230.1
US  , VYNG, ALGORAIL,49,26,49,49,0,23.9
US  , VGJD, ALGOSOO,16,7,12,12,4,200.9
US  , VDFP, ALGOWAY,6,2,6,6,0,26
US  , WKDY, ALLIANCE BEAUMONT,58,24,48,53,0,50.5
US  , WRAH, ALLIANCE CHARLESTON,60,11,34,56,1,64.5
US  , WGAH, ALLIANCE NORFOLK,18,7,13,16,2,145.2
US  , WGAE, ALLIANCE ST LOUIS,14,6,7,8,6,628.4
US  , C6XS8, ALLURE OF THE SEAS,28,24,26,28,0,14.9
US  , WAV4647, ALPENA,5,0,1,2,2,455
US  , WDD2876, AMERICAN CENTURY,242,232,238,238,3,24.5
US  , WDD2879, AMERICAN COURAGE,2,1,1,2,0,46.5
US  , WDD2875, AMERICAN INTEGRITY,19,15,18,18,1,35.2
US  , WQZ7791, AMERICAN MARINER,23,23,23,23,0,7
US  , WCX2417, AMERICAN SPIRIT,27,13,18,25,2,111.3
US  , PBAD, AMSTERDAM,241,220,236,240,1,18.8
US  , VRBK6, ANTWERPEN,211,11,29,70,49,234.1
US  , WDE8265, APL AGATE,19,7,7,10,5,421.1
US  , 9VKQ3, APL BELGIUM,1,0,0,0,1,741
US  , WDB3161, APL CHINA,58,10,14,14,44,1090.3
US  , WDF6832, APL CORAL,5,1,1,3,0,122.8
US  , 9VDD2, APL ENGLAND,12,10,10,12,0,16.8
US  , WDE8288, APL JAPAN,25,9,15,16,8,336
US  , WCX8883, APL KOREA,189,127,146,146,42,335.4
US  , WDE8264, APL PEARL,55,19,38,51,1,77.9
US  , WCX8884, APL PHILIPPINES,33,17,20,20,13,576.9
US  , 9VDD3, APL SCOTLAND,28,3,22,28,0,57.4
US  , WCX8812, APL SINGAPORE,31,20,24,24,7,338.4
US  , VRFH2, APL TEXAS,10,0,10,10,0,53.4
US  , WCX8882, APL THAILAND,38,15,26,26,12,469.1
US  , 9VVP, APL TOURMOLINE,36,30,31,36,0,20.5
US  , VRFD6, APL WASHINGTON,73,42,65,68,5,78.9
US  , WBP3396, ARCTIC BEAR,8,0,1,8,0,82.1
US  , C6YA7, ARCTURUS VOYAGER,41,20,32,36,5,182.4
US  , OXES2, ARNOLD MAERSK,68,31,44,50,1,74.2
US  , WE4805, ARTHUR M. ANDERSON,24,10,10,12,0,124.4
US  , VRDC6, ATLANTIC BREEZE,9,0,0,0,2,424.4
US  , SCKB, ATLANTIC CARTIER,15,10,14,14,0,36.8
US  , WDC9417, ATLANTIC EXPLORER (AWS),286,222,229,233,49,502.5
US  , VRDT7, ATLANTIC GRACE,411,3,8,17,330,933
US  , KAQP, ATLANTIS,677,672,677,677,0,11.3
US  , WCZ7337, ATTENTIVE,14,6,9,14,0,31.7
US  , WYM9567, AURORA,561,489,558,559,0,6.4
US  , WCZ7336, AWARE,1,0,1,1,0,60
US  , C6FY5, AXEL SPIRIT,39,8,26,32,1,81
US  , 9HOB8, AZAMARA JOURNEY,17,8,17,17,0,25.5
US  , 9HOM8, AZAMARA QUEST,35,16,33,35,0,31.6
US  , WBD4889, BADGER,83,51,64,67,1,63.3
US  , V7QN4, BALTIC BEAR,23,7,19,23,0,36.6
US  , A8VG9, BALTIC COVE,12,2,5,11,1,171.8
US  , WTC9407, BARBARA ANDRIE,20,14,16,16,1,69.4
US  , C6QK, BARRINGTON ISLAND,29,29,29,29,0,9.9
US  , WTED, BELL M. SHIMADA,296,293,294,295,1,13.2
US  , VRBU6, BERGE NANTONG,21,0,2,17,0,83.2
US  , C6KJ5, BERNARDO QUINTANA A.,15,11,14,15,0,24.3
US  , WDC7379, BLUEFIN,30,15,20,27,0,49.8
US  , WBN4113, BULWARK,33,14,16,33,0,42.3
US  , WDC6027, BURNS HARBOR,36,32,35,35,1,25.9
US  , WDE5381, CALIFORNIA VOYAGER,5,2,4,4,1,307.2
US  , WDE3568, CALUMET,20,8,19,20,0,33.8
