00;000;PABL;Buckland, Buckland Airport;AK;United States;4;65-58-56N;161-09-07W;;;7;;
64;402;FCBM;Mouyondzi;;Congo, Republic of the;1;03-59S;013-55E;;;509;512;P
64;403;FCPA;Makabana;;Congo, Republic of the;1;03-29S;012-37E;;;160;161;P
64;405;FCBS;Sibiti;;Congo, Republic of the;1;03-41S;013-21E;;;530;531;P
64;450;FCBB;Brazzaville / Maya-Maya;;Congo, Republic of the;1;04-15S;015-15E;04-15S;015-15E;319;316;P
64;451;----;Boulankio;;Congo, Republic of the;1;03-49S;015-15E;;;;750;
64;452;FCBO;M'Pouya;;Congo, Republic of the;1;02-37S;016-13E;;;311;312;P
64;453;FCBD;Djambala;;Congo, Republic of the;1;02-32S;014-46E;02-32S;014-46E;791;790;P
64;454;FCOG;Gamboma;;Congo, Republic of the;1;01-52S;015-52E;;;476;377;P
64;456;FCOM;Makoua;;Congo, Republic of the;1;00-01S;015-35E;00-01S;015-35E;394;379;P
64;458;FCOU;Ouesso;;Congo, Republic of the;1;01-37N;016-03E;01-37N;016-03E;352;352;P
64;459;FCOI;Impfondo;;Congo, Republic of the;1;01-37N;018-04E;01-37N;018-04E;335;326;P
64;460;FCOS;Souanke;;Congo, Republic of the;1;02-04N;014-08E;;;549;550;P
64;462;----;Kelle;;Congo, Republic of the;1;00-06N;013-33E;;;;408;
64;463;----;Ewo;;Congo, Republic of the;1;05-35S;014-49E;;;;438;
64;500;FOOL;Libreville;;Gabon;1;00-27N;009-25E;00-27N;009-25E;12;15;P
64;501;FOOG;Port-Gentil;;Gabon;1;00-42S;008-45E;00-42S;008-45E;3;4;P
64;503;FOOY;Mayumba;;Gabon;1;03-25S;010-39E;;;31;34;P
64;504;FOOC;Cocobeach;;Gabon;1;01-00N;009-36E;;;12;13;P
64;507;FOOT;Tchibanga;;Gabon;1;02-51S;011-01E;;;83;79;P
64;510;FOOB;Bitam;;Gabon;1;02-05N;011-29E;02-05N;011-29E;600;599;P
64;545;FOOE;Mekambo;;Gabon;1;01-01N;013-56E;;;499;501;P
64;550;FOGM;Mouila;;Gabon;1;01-52S;011-01E;;;88;89;P
64;551;FOGR;Lambarene;;Gabon;1;00-43S;010-14E;;;27;26;P
64;552;FOOM;Mitzic;;Gabon;1;00-47N;011-32E;;;583;583;P
64;556;FOOK;Makokou;;Gabon;1;00-34N;012-52E;;;509;515;P
64;560;FOOR;Lastoursville;;Gabon;1;00-50S;012-43E;;;483;485;P
64;565;FOOD;Moanda;;Gabon;1;01-32S;013-16E;01-32S;013-16E;572;573;P
64;600;FEFT;Berberati;;Central African Republic;1;04-15N;015-48E;04-13N;015-47E;582;583;P
64;601;FEFO;Bouar;;Central African Republic;1;05-58N;015-38E;05-58N;015-38E;1019;1020;P
64;605;FEFL;Bossembele;;Central African Republic;1;05-16N;017-38E;;;673;674;P
64;610;FEFS;Bossangoa;;Central African Republic;1;06-29N;017-26E;06-29N;017-26E;464;465;P
64;650;FEFF;Bangui;;Central African Republic;1;04-24N;018-31E;04-24N;018-31E;365;366;P
64;654;FEFN;N'Dele;;Central African Republic;1;08-24N;020-39E;08-24N;020-39E;510;511;P
64;655;FEFR;Bria;;Central African Republic;1;06-32N;021-59E;;;583;584;P
64;656;FEFG;Bangassou;;Central African Republic;1;04-44N;022-50E;04-44N;022-50E;499;500;P
64;658;FEFI;Birao;;Central African Republic;1;10-17N;022-47E;;;463;464;P
64;659;FEFB;Obo;;Central African Republic;1;05-24N;026-30E;;;650;651;P
64;660;FEFM;Bambari;;Central African Republic;1;05-51N;020-39E;;;474;475;P
64;661;FEFY;Yalinga;;Central African Republic;1;06-30N;023-16E;;;601;602;P
64;662;FEFA;Alindao;;Central African Republic;1;05-03N;021-12E;;;447;449;P
64;665;----;Mobaye;;Central African Republic;1;04-19N;021-11E;04-19N;021-11E;405;406;
64;700;FTTJ;Ndjamena;;Chad;1;12-08N;015-02E;12-08N;015-02E;295;295;P
64;701;----;Mao;;Chad;1;14-07N;015-19E;;;355;;P
64;702;FTTL;Bol-Berim;;Chad;1;13-26N;014-44E;;;291;292;P
64;705;----;Bousso;;Chad;1;10-29N;016-43E;;;334;336;P
64;706;FTTD;Moundou;;Chad;1;08-37N;016-04E;;;428;422;P
64;707;----;Moussoro;;Chad;1;13-39N;016-30E;;;301;;
64;708;FTTK;Bokoro;;Chad;1;12-23N;017-03E;;;300;301;P
64;709;FTTP;Pala;;Chad;1;09-22N;014-55E;;;467;455;P
64;750;FTTA;Sarh;;Chad;1;09-09N;018-23E;09-09N;018-23E;365;365;P
64;751;----;Ati;;Chad;1;13-13N;018-19E;;;333;334;P
64;753;FTTY;Faya;;Chad;1;18-00N;019-10E;18-00N;019-10E;235;234;P
64;754;FTTN;Am-Timan;;Chad;1;11-02N;020-17E;;;433;436;P
64;755;----;Goz-Beida;;Chad;1;12-14N;021-25E;;;557;;
64;756;FTTC;Abeche;;Chad;1;13-51N;020-51E;13-51N;020-51E;545;549;P
64;757;----;Fada;;Chad;1;17-10N;021-33E;;;540;;
64;758;----;Mongo;;Chad;1;12-11N;018-41E;;;427;428;P
64;810;FGSL;Malabo/Fernando Poo;;Equatorial Guinea;1;03-45N;008-46E;;;56;;
64;820;----;Bata Rio Municipal ;;Equatorial Guinea;1;01-54N;009-48E;;;2;8;
64;851;FKKA;Maroua-Salak;;Cameroon;1;10-27N;014-15E;;;423;422;P
64;860;FKKR;Garoua;;Cameroon;1;09-20N;013-23E;09-20N;013-23E;242;244;P
64;870;FKKN;Ngaoundere;;Cameroon;1;07-21N;013-34E;07-21N;013-34E;1114;1104;P
64;880;FKAB;Banyo;;Cameroon;1;06-47N;011-49E;;;1110;;
64;882;FKAM;Meiganga;;Cameroon;1;06-32N;014-22E;;;1027;1027;P
64;890;FKKF;Mamfe;;Cameroon;1;05-43N;009-17E;;;126;;
64;892;FKKV;Bamenda ;;Cameroon;1;06-03N;010-07E;;;1239;;
64;893;FKKM;Koundja;;Cameroon;1;05-39N;010-45E;05-39N;010-45E;1208;1210;P
64;900;FKAY;Yoko;;Cameroon;1;05-33N;012-22E;05-33N;012-22E;1027;1031;P
64;901;FKAO;Betare-Oya;;Cameroon;1;05-36N;014-04E;;;815;804;
64;910;FKKD;Douala Obs.;;Cameroon;1;04-00N;009-44E;04-01N;009-42E;10;9;P
64;911;FKAN;Nkongsamba;;Cameroon;1;04-57N;009-56E;04-57N;009-56E;816;821;P
64;912;FKKC;Tiko;;Cameroon;1;04-05N;009-22E;;;52;;
64;920;FKAF;Bafia;;Cameroon;1;04-44N;011-15E;;;500;500;P
64;931;FKKI;Batouri;;Cameroon;1;04-28N;014-22E;04-28N;014-22E;656;656;P
64;950;FKYS;Yaounde;;Cameroon;1;03-50N;011-31E;03-50N;011-31E;751;760;P
64;960;FKAG;Abong-Mbang;;Cameroon;1;03-58N;013-12E;;;693;;
64;961;FKAL;Lomie;;Cameroon;1;03-09N;013-37E;;;624;;
64;971;FKKB;Kribi;;Cameroon;1;02-57N;009-54E;;;10;16;P
65;001;----;Yelwa;;Nigeria;1;10-53N;004-45E;;;24;24;P
65;010;DNSO;Sokoto;;Nigeria;1;13-01N;005-15E;;;351;302;P
65;015;DNGU;Gusau;;Nigeria;1;12-10N;006-42E;;;463;469;P
65;019;DNKA;Kaduna;;Nigeria;1;10-36N;007-27E;;;645;642;P
65;028;----;Katsina;;Nigeria;1;13-01N;007-41E;;;427;517;P
65;030;DNZA;Zaria;;Nigeria;1;11-08N;007-41E;;;664;664;P
65;046;DNKN;Kano;;Nigeria;1;12-03N;008-32E;12-03N;008-32E;476;481;P
65;055;----;Bauchi;;Nigeria;1;10-17N;009-49E;;;591;609;P
65;064;----;Nguru;;Nigeria;1;12-53N;010-28E;;;343;344;P
65;073;----;Potiskum;;Nigeria;1;11-42N;011-02E;;;488;41;P
65;082;DNMA;Maiduguri;;Nigeria;1;11-51N;013-05E;;;354;;
65;101;DNIL;Ilorin;;Nigeria;1;08-29N;004-35E;;;308;305;P
65;112;DNBI;Bida;;Nigeria;1;09-06N;006-01E;;;137;143;P
65;123;----;Minna;;Nigeria;1;09-37N;006-32E;09-37N;006-32E;262;260;P
65;125;----;Abuja;;Nigeria;1;09-15N;007-00E;;;;344;
65;134;DNJO;Jos;;Nigeria;1;09-52N;008-54E;;;1295;1285;P
65;145;----;Ibi;;Nigeria;1;08-11N;009-45E;;;111;111;P
65;167;DNYO;Yola;;Nigeria;1;09-14N;012-28E;09-14N;012-28E;191;174;P
65;201;DNMM;Lagos / Ikeja;;Nigeria;1;06-35N;003-20E;06-35N;003-20E;40;38;P
65;202;----;Lagos / Oshodi;;Nigeria;1;06-33N;003-21E;;;;19;
65;208;DNIB;Ibadan;;Nigeria;1;07-26N;003-54E;07-26N;003-54E;234;228;P
65;215;DNOS;Oshogbo;;Nigeria;1;07-47N;004-29E;;;305;304;P
65;222;----;Ondo;;Nigeria;1;07-06N;004-50E;;;287;287;P
65;229;----;Benin City;;Nigeria;1;06-19N;005-36E;;;79;79;P
65;236;----;Warri;;Nigeria;1;05-31N;005-44E;;;0;4;P
65;243;----;Lokoja;;Nigeria;1;07-48N;006-44E;;;41;44;P
65;245;----;Onitsha;;Nigeria;1;06-09N;006-47E;;;86;86;
65;250;DNPO;Port Harcourt;;Nigeria;1;04-51N;007-01E;04-51N;007-01E;18;18;P
65;257;DNEN;Enugu;;Nigeria;1;06-28N;007-33E;;;137;;
65;264;DNCA;Calabar;;Nigeria;1;04-58N;008-21E;;;63;63;P
65;271;DNMK;Makurdi;;Nigeria;1;07-41N;008-37E;07-41N;008-37E;113;97;P
65;272;----;Ogoja;;Nigeria;1;06-40N;008-48E;;;;117;
65;273;----;Ikom;;Nigeria;1;05-58N;008-43E;;;93;93;P
65;306;DBBK;Kandi;;Benin;1;11-08N;002-56E;11-08N;002-56E;290;292;P
65;319;DBBN;Natitingou;;Benin;1;10-19N;001-23E;;;460;461;P
65;330;DBBP;Parakou;;Benin;1;09-21N;002-37E;09-21N;002-37E;392;393;P
65;335;DBBS;Save;;Benin;1;08-02N;002-28E;;;199;200;P
65;338;DBBC;Bohicon;;Benin;1;07-10N;002-04E;;;166;167;P
65;344;DBBB;Cotonou;;Benin;1;06-21N;002-23E;06-21N;002-23E;5;9;P
65;351;----;Dapaon;;Togo;1;10-52N;000-15E;;;329;330;P
65;352;DXMG;Mango;;Togo;1;10-22N;000-28E;;;145;146;P
65;355;DXNG;Niamtougou;;Togo;1;09-46N;001-06E;;;342;343;P
65;357;----;Kara;;Togo;1;09-33N;001-10E;;;340;341;P
65;361;DXSK;Sokode;;Togo;1;08-59N;001-09E;08-59N;001-09E;386;387;P
65;376;DXAK;Atakpame;;Togo;1;07-35N;001-07E;;;400;402;P
65;378;----;Kouma-Konda;;Togo;1;06-57N;000-35E;;;643;641;P
65;380;DXTA;Tabligbo;;Togo;1;06-35N;001-30E;;;44;44;P
65;387;DXXX;Lome;;Togo;1;06-10N;001-15E;06-10N;001-15E;20;25;P
65;401;DGLN;Navrongo;;Ghana;1;10-54N;001-06W;;;201;203;P
65;404;DGLW;Wa;;Ghana;1;10-03N;002-30W;;;323;323;P
65;416;DGLB;Bole;;Ghana;1;09-02N;002-29W;09-02N;002-29W;299;301;P
65;418;DGLE;Tamale;;Ghana;1;09-30N;000-51W;09-30N;000-51W;168;173;P
65;420;DGLY;Yendi;;Ghana;1;09-27N;000-01W;;;195;197;P
65;432;DGSW;Wenchi;;Ghana;1;07-45N;002-06W;;;339;340;P
65;437;----;Kete-Krachi;;Ghana;1;07-49N;000-02W;07-49N;000-02W;122;122;P
65;439;DGSN;Sunyani;;Ghana;1;07-20N;002-20W;;;309;312;P
65;442;DGSI;Kumasi;;Ghana;1;06-43N;001-36W;06-43N;001-36W;287;293;P
65;445;DGSB;Sefwi Bekwai;;Ghana;1;06-12N;002-20W;;;171;172;P
65;453;DGAH;Ho;;Ghana;1;06-36N;000-28E;;;158;158;P
65;457;DGKA;Akim Oda;;Ghana;1;05-56N;000-59W;;;139;140;P
65;459;DGKK;Koforidua;;Ghana;1;06-05N;000-15W;;;166;167;P
65;460;DGAK;Akuse;;Ghana;1;06-06N;000-07E;;;17;19;P
65;462;----;Akatsi;;Ghana;1;06-07N;000-48E;;;175;178;P
65;465;DGTX;Axim;;Ghana;1;04-52N;002-14W;;;38;40;P
65;467;DGTK;Takoradi;;Ghana;1;04-53N;001-46W;04-53N;001-46W;5;9;P
65;469;DGAS;Saltpond;;Ghana;1;05-12N;001-04W;;;44;47;P
65;472;DGAA;Accra;;Ghana;1;05-36N;000-10W;05-36N;000-10W;68;69;P
65;473;DGAT;Tema;;Ghana;1;05-37N;00-00E;;;14;18;
65;475;DGAD;Ada;;Ghana;1;05-47N;000-38E;;;5;7;P
65;500;----;Markoye;;Burkina Faso;1;14-38N;000-04W;;;295;;
65;501;DFEE;Dori;;Burkina Faso;1;14-02N;000-02W;14-02N;000-02W;276;277;
65;502;DFCC;Ouahigouya;;Burkina Faso;1;13-34N;002-25W;;;337;336;
65;503;DFFD;Ouagadougou;;Burkina Faso;1;12-21N;001-31W;12-21N;001-31W;316;306;P
65;505;DFOD;Dedougou;;Burkina Faso;1;12-28N;003-29W;;;300;300;
65;507;DFEF;Fada N'Gourma;;Burkina Faso;1;12-02N;000-22E;;;308;309;
65;510;DFOO;Bobo-Dioulasso;;Burkina Faso;1;11-10N;004-19W;11-10N;004-19W;460;460;P
65;516;DFCO;Boromo;;Burkina Faso;1;11-45N;002-56W;;;270;271;
65;518;DFCP;Po;;Burkina Faso;1;11-09N;001-09W;;;320;322;
65;522;DFOG;Gaoua;;Burkina Faso;1;10-20N;003-11W;;;333;335;
65;523;----;Mangodara;;Burkina Faso;1;09-54N;004-21W;;;260;;
65;528;DIOD;Odienne;;Cote d'Ivoire;1;09-30N;007-34W;09-30N;007-34W;434;421;P
65;536;DIKO;Korhogo;;Cote d'Ivoire;1;09-25N;005-37W;09-25N;005-37W;381;381;P
65;545;DIBU;Bondoukou;;Cote d'Ivoire;1;08-03N;002-47W;;;369;370;P
65;548;DIMN;Man;;Cote d'Ivoire;1;07-23N;007-31W;07-23N;007-31W;339;340;P
65;555;DIBK;Bouake;;Cote d'Ivoire;1;07-44N;005-04W;07-44N;005-04W;376;376;P
65;557;DIGA;Gagnoa;;Cote d'Ivoire;1;06-08N;005-57W;;;205;210;P
65;560;DIDL;Daloa;;Cote d'Ivoire;1;06-52N;006-28W;;;276;277;P
65;562;DIDK;Dimbokro;;Cote d'Ivoire;1;06-39N;004-42W;;;92;92;P
65;563;DIYO;Yamoussoukro;;Cote d'Ivoire;1;06-54N;005-21W;;;196;213;P
65;578;DIAP;Abidjan;;Cote d'Ivoire;1;05-15N;003-56W;05-15N;003-56W;7;8;P
65;585;DIAD;Adiake;;Cote d'Ivoire;1;05-18N;003-18W;;;33;39;P
65;592;DITB;Tabou;;Cote d'Ivoire;1;04-25N;007-22W;04-25N;007-22W;21;21;P
65;594;DISP;San Pedro;;Cote d'Ivoire;1;04-45N;006-39W;;;30;30;P
65;599;DISS;Sassandra;;Cote d'Ivoire;1;04-57N;006-05W;;;62;66;P
65;602;----;Spriggs Payne Air-Port;;Liberia;1;06-20N;010-45W;;;8;12;
65;660;GLRB;Grand Bassa, Roberts Field;;Liberia;1;06-15N;010-21W;;;18;;
66;104;FNCA;Cabinda;;Angola;1;05-33S;012-11E;;;25;20;P
66;116;----;Noqui;;Angola;1;05-52S;013-26E;;;300;;
66;118;----;Nbanza-Kongo;;Angola;1;06-16S;014-15E;;;567;;
66;121;----;Maquela Do Zombo;;Angola;1;06-02S;015-07E;;;920;920;P
66;130;----;N'Zeto Ambrizete ;;Angola;1;07-14S;012-52E;;;18;17;P
66;136;----;Toto;;Angola;1;07-10S;014-16E;;;540;;P
66;140;----;Carmona;;Angola;1;07-35S;015-00E;;;829;831;
66;142;----;Negage;;Angola;1;07-41S;015-22E;;;1248;1249;P
66;152;----;Dundo;;Angola;1;07-24S;020-49E;;;775;776;P
66;160;FNLU;Luanda;;Angola;1;08-51S;013-14E;08-51S;013-14E;74;70;P
66;172;----;N'Dalatando;;Angola;1;09-17S;014-55E;;;795;795;
66;187;----;Camaxilo;;Angola;1;08-22S;018-56E;;;1180;1180;P
66;210;----;Sumbe;;Angola;1;11-12S;013-51E;;;;10;
66;215;----;Malange;;Angola;1;09-33S;016-22E;;;1139;1142;P
66;223;----;Mbanza Congo;;Angola;1;06-16S;014-15E;;;;530;
66;226;----;Saurimo Henrique Decarvalho ;;Angola;1;09-39S;020-24E;;;1081;1080;P
66;240;----;Porto Amboim;;Angola;1;10-42S;013-45E;;;5;5;P
66;260;----;Sumbe;;Angola;1;11-12S;013-51E;;;;;
66;270;----;Waku Kungu Cela ;;Angola;1;11-25S;015-07E;;;1304;1304;
66;285;----;Luena Luso ;;Angola;1;11-47S;019-55E;;;1357;1357;P
66;296;----;Cazombo;;Angola;1;11-52S;022-54E;;;1125;1126;P
66;305;----;Lobito;;Angola;1;12-22S;013-32E;;;3;3;P
66;310;FNBG;Monbaca Benguela ;;Angola;1;12-35S;013-25E;;;33;4;P
66;318;FNHU;Huambo Nova Lisboa ;;Angola;1;12-48S;015-45E;12-48S;015-45E;1710;1701;P
66;325;FNKU;Bie Silva Porto ;;Angola;1;12-23S;016-57E;;;1701;1699;P
66;390;----;Lubango Sa Da Bandeira ;;Angola;1;14-56S;013-34E;;;1760;1758;P
66;410;----;Menongue Serpa Pinto ;;Angola;1;14-39S;017-41E;;;1348;1343;P
66;422;----;Mocamedes;;Angola;1;15-12S;012-09E;;;43;45;P
66;447;----;Mavinga;;Angola;1;15-50S;020-21E;;;1118;1088;P
66;450;----;Baia Dos Tigres;;Angola;1;16-36S;011-43E;;;1;1;P
66;460;----;Pereira De Eca;;Angola;1;17-05S;015-44E;;;1108;1109;
66;485;----;Rocadas;;Angola;1;16-43S;015-00E;;;1100;1099;P
67;001;----;Moroni Airport Grande-Comore ;;Comoros;1;11-42S;043-14E;;;6;6;P
67;002;FMCH;Hahaya International Airport;;Comoros;1;11-32S;043-16E;11-32S;043-16E;29;29;
67;004;FMCV;Ouani Anjouan ;;Comoros;1;12-07S;044-26E;12-07S;044-26E;19;12;P
67;005;FMCZ;Dzaoudzi / Pamanzi Mayotte ;;Comoros;1;12-48S;045-17E;12-48S;045-17E;8;7;P
67;009;FMNA;Diego-Suarez;;Madagascar;1;12-21S;049-18E;12-21S;049-18E;114;105;P
67;012;FMNN;Fascene Nossi-Be ;;Madagascar;1;13-19S;048-19E;13-19S;048-19E;10;9;P
67;017;FMNV;Vohemar;;Madagascar;1;13-22S;050-00E;13-22S;050-00E;6;5;
67;019;FMNL;Analalava;;Madagascar;1;14-38S;047-46E;14-38S;047-46E;105;57;P
67;020;----;Atsohihy;;Madagascar;1;14-53S;047-59E;;;23;;
67;022;FMND;Andapa;;Madagascar;1;14-39S;049-37E;;;473;474;
67;023;FMNS;Sambava;;Madagascar;1;14-17S;050-10E;14-17S;050-10E;5;5;
67;025;FMNH;Antalaha;;Madagascar;1;14-53S;050-15E;15-00S;050-20E;87;88;P
67;027;FMNM;Majunga;;Madagascar;1;15-40S;046-21E;14-53S;050-15E;26;18;P
67;037;FMNQ;Besalampy;;Madagascar;1;16-45S;044-29E;16-45S;044-29E;38;36;
67;045;----;Maevatanana;;Madagascar;1;16-57S;046-50E;16-57S;046-50E;76;79;P
67;072;FMMS;Sainte-Marie Aerodrome;;Madagascar;1;17-05S;049-49E;17-05S;049-49E;2;3;P
67;073;FMMO;Maintirano;;Madagascar;1;18-03S;044-02E;18-03S;044-02E;23;23;P
67;083;FMMI;Antananarivo / Ivato;;Madagascar;1;18-48S;047-29E;18-48S;047-29E;1279;1276;P
67;095;FMMT;Tamatave;;Madagascar;1;18-07S;049-24E;18-07S;049-24E;5;6;P
67;107;FMME;Antsirabe;;Madagascar;1;19-49S;047-04E;19-49S;047-04E;1523;1532;
67;113;FMMH;Mahanoro;;Madagascar;1;19-50S;048-48E;19-50S;048-48E;5;5;P
67;117;FMMV;Morondava;;Madagascar;1;20-17S;044-19E;20-17S;044-19E;7;8;P
67;131;FMSR;Morombe;;Madagascar;1;21-45S;043-22E;21-45S;043-22E;5;4;
67;137;FMSF;Fianarantsoa;;Madagascar;1;21-27S;047-06E;21-27S;047-06E;1115;1109;P
67;143;FMSM;Mananjary;;Madagascar;1;21-12S;048-22E;21-12S;048-22E;5;6;P
67;152;FMSO;Ranohira;;Madagascar;1;22-33S;045-24E;22-33S;045-24E;824;824;P
67;157;FMSG;Farafangana;;Madagascar;1;22-48S;047-50E;22-48S;047-50E;8;6;P
67;161;FMST;Tulear;;Madagascar;1;23-23S;043-44E;23-23S;043-44E;8;8;P
67;194;----;Faux-Cap;;Madagascar;1;25-33S;045-32E;25-33S;045-32E;22;22;P
67;197;FMSD;Fort-Dauphin;;Madagascar;1;25-02S;046-57E;25-02S;046-57E;8;9;P
67;205;FQMP;Mocimboa Da Praia;;Mozambique;1;11-21S;040-22E;;;27;29;
67;215;FQPB;Pemba;;Mozambique;1;12-59S;040-32E;12-58S;040-30E;101;50;
67;217;FQLC;Lichinga;;Mozambique;1;13-18S;035-14E;13-17S;035-15E;1364;1365;
67;221;----;Marrupa;;Mozambique;1;13-44S;037-33E;;;836;838;
67;223;----;Montepuez;;Mozambique;1;13-08S;039-02E;;;534;535;
67;229;----;Ulongue;;Mozambique;1;14-44S;034-21E;;;1270;1311;
67;231;FQCB;Cuamba;;Mozambique;1;14-49S;036-32E;;;606;607;
67;237;FQNP;Nampula;;Mozambique;1;15-06S;039-17E;15-06S;039-17E;438;441;
67;241;FQLU;Lumbo;;Mozambique;1;15-02S;040-40E;15-02S;040-40E;10;11;
67;243;----;Zumbo;;Mozambique;1;15-37S;030-26E;;;343;340;
67;261;FQTE;Tete;;Mozambique;1;16-11S;033-35E;16-11S;033-35E;149;150;
67;273;----;Angoche;;Mozambique;1;16-13S;039-54E;;;61;62;
67;280;----;Caia;;Mozambique;1;17-50S;035-20E;;;30;45;
67;283;FQQL;Quelimane;;Mozambique;1;17-53S;036-53E;17-53S;036-53E;6;16;
67;285;----;Pebane;;Mozambique;1;17-16S;038-09E;;;25;26;
67;295;FQCH;Chimoio;;Mozambique;1;19-07S;033-28E;;;731;732;
67;297;FQBR;Beira;;Mozambique;1;19-48S;034-54E;19-48S;034-54E;8;16;
67;308;----;Chicualacuala;;Mozambique;1;22-05S;031-41E;;;452;453;
67;315;FQVL;Vilanculos;;Mozambique;1;22-00S;035-19E;;;20;21;
67;323;FQIN;Inhambane;;Mozambique;1;23-52S;035-23E;23-52S;035-23E;14;15;
67;335;FQXA;Xai Xai;;Mozambique;1;25-03S;033-38E;;;4;5;
67;341;FQMA;Maputo / Mavalane;;Mozambique;1;25-55S;032-34E;25-55S;032-34E;39;44;
67;346;----;Changalane;;Mozambique;1;26-17S;032-11E;;;100;104;
67;403;FLKB;Kawambwa;;Zambia;1;09-48S;029-05E;;;1323;1324;P
67;413;FLBA;Mbala;;Zambia;1;08-51S;031-20E;;;1673;;
67;421;FWCT;Chitipa;;Malawi;1;09-42S;033-16E;;;1278;1278;P
67;423;FWKA;Karonga;;Malawi;1;09-57S;033-53E;09-57S;033-54E;529;529;P
67;424;----;Bolero;;Malawi;1;10-58S;033-44E;;;1100;1100;
67;441;FLMW;Mwinilunga;;Zambia;1;11-45S;024-26E;11-45S;024-26E;1361;1363;P
67;461;FLMA;Mansa;;Zambia;1;11-06S;028-51E;;;1382;1384;P
67;475;FLKS;Kasama;;Zambia;1;10-13S;031-08E;10-13S;031-08E;1382;1384;P
67;476;----;Misamfu;;Zambia;1;10-06S;031-15E;;;1536;;
67;477;FLMP;Mpika;;Zambia;1;11-54S;031-26E;;;1400;1402;P
67;481;FLIK;Isoka;;Zambia;1;10-07S;032-38E;;;1360;;
67;485;FWMZ;Mzimba;;Malawi;1;11-53S;033-37E;11-53S;033-37E;1349;1351;P
67;489;FWUU;Mzuzu;;Malawi;1;11-27S;034-01E;11-27S;034-01E;1251;1253;P
67;493;----;Nkhata Bay;;Malawi;1;11-36S;034-18E;;;500;500;
67;531;FLZB;Zambezi;;Zambia;1;13-32S;023-07E;;;1077;1078;P
67;541;FLPA;Kasempa;;Zambia;1;13-32S;025-51E;;;1234;1234;P
67;543;FLPO;Kabompo;;Zambia;1;13-36S;024-12E;;;1075;;
67;551;FLSW;Solwezi;;Zambia;1;12-11S;026-23E;;;1386;;
67;561;FLND;Ndola;;Zambia;1;13-00S;028-39E;13-00S;028-39E;1269;1270;P
67;563;----;Kafironda;;Zambia;1;12-36S;028-07E;;;1243;;
67;571;FLSE;Serenje;;Zambia;1;13-14S;030-13E;;;1384;;
67;575;----;Mkushi;;Zambia;1;13-38S;029-53E;;;1237;;
67;580;----;Msekera;;Zambia;1;13-39S;032-34E;;;1025;;
67;581;FLCP;Chipata;;Zambia;1;13-33S;032-35E;13-33S;032-35E;1028;1032;P
67;583;FLLD;Lundazi;;Zambia;1;12-17S;033-12E;;;1143;;
67;584;----;Kasungu;;Malawi;1;13-01S;033-28E;;;1015;1015;
67;585;----;Chitedze;;Malawi;1;13-59S;033-38E;;;1149;1149;
67;586;FWKI;Lilongwe International Airport;;Malawi;1;13-47S;033-46E;13-47S;033-47E;1229;1229;P
67;588;----;N. R. C.;;Malawi;1;14-10S;033-40E;;;1100;1100;
67;591;FWKK;Nkhota Kota;;Malawi;1;12-55S;034-16E;;;500;500;
67;597;FWSM;Salima;;Malawi;1;13-45S;034-35E;13-45S;034-35E;513;513;P
67;599;----;Mfuwe;;Zambia;1;13-16S;031-56E;;;568;570;P
67;625;----;Kalabo;;Zambia;1;14-51S;022-42E;;;;;
67;633;FLMG;Mongu;;Zambia;1;15-15S;023-09E;15-15S;023-09E;1052;1053;P
67;641;FLKO;Kaoma;;Zambia;1;14-48S;024-48E;;;1213;1213;P
67;655;----;Mumbwa;;Zambia;1;15-04S;027-11E;;;1216;1218;P
67;659;----;Kafue Polder;;Zambia;1;15-46S;027-55E;;;978;;
67;662;----;Kabwe Agric;;Zambia;1;14-24S;028-30E;;;1165;;
67;663;FLKW;Kabwe;;Zambia;1;14-27S;028-28E;14-27S;028-28E;1206;1207;P
67;665;FLLS;Lusaka Internationalairport;;Zambia;1;15-19S;028-27E;15-19S;028-27E;1152;1154;P
67;666;FLLC;Lusaka City Airport;;Zambia;1;14-27S;028-28E;15-25S;028-19E;1280;1280;
67;667;----;Mount Makulu;;Zambia;1;15-33S;028-15E;;;1213;;
67;673;FLPE;Petauke;;Zambia;1;14-15S;031-17E;;;1035;1036;P
67;687;----;Chichiri;;Malawi;1;15-47S;035-02E;;;1141;1141;P
67;689;FWDZ;Dedza;;Malawi;1;14-19S;034-16E;;;1630;1632;
67;690;FWMY;Monkey Bay;;Malawi;1;14-05S;034-55E;;;474;474;
67;692;----;Makoka;;Malawi;1;15-31S;035-13E;;;1028;1028;
67;693;FWCL;Chileka;;Malawi;1;15-41S;034-58E;15-41S;034-58E;766;767;P
67;695;FWMG;Mangochi;;Malawi;1;14-26S;035-15E;;;485;485;P
67;696;----;Chikweo ;;Malawi;1;14-45S;035-40E;;;717;;
67;699;----;Mimosa;;Malawi;1;16-05S;035-35E;;;653;653;
67;731;FLSN;Senanga;;Zambia;1;16-06S;023-16E;;;1027;;
67;741;FLSS;Sesheke;;Zambia;1;17-28S;024-18E;;;949;951;P
67;743;FLLI;Livingstone;;Zambia;1;17-49S;025-49E;17-49S;025-49E;985;986;P
67;751;----;Magoye;;Zambia;1;16-00S;027-36E;;;1018;;
67;753;FLCH;Choma;;Zambia;1;16-50S;027-04E;;;1213;1278;P
67;755;FVBI;Binga;;Zimbabwe;1;17-37S;027-20E;;;620;617;
